"key","Age_in_years","Bike_Type","Brake_Type","Brand","Cassette","Chainrings","Color","Condition","Crankset","Department","Drivetrain_Type","Features","Fork","Frame_Number","Frame_Size","Front_Derailleur","Gear_Change_Mechanism","Gender","Handlebar_Type","Item_Weight","MPN","Material","Model","Model_Year","Number_of_Speeds","Rear_Derailleur","Saddle","Seatpost","Shifter_Style","Shifters","Stem","Suspension_Type","Tyre_Type","UPC","Vintage","Wheel_Set","Wheel_Size","context_identifier","currency","execution_id","feed_code","item_ranking","price","record_create_by","record_create_dt","site","source_country","src","starting_bid","title","total_bid","type"
"","","Mountain Bike","Hydraulic Disc","Giant","","","Black","Used: An item that has been used previously.  The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ","","Men","","","","","Large","","Derailleur Gears","","Riser Bar","","","Aluminium","NRS 2","","27 Speed","","","","Indexed Shifter","","","Full Suspension (Front & Rear)","Clincher Tyres","","No","","26 in","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","159","AU $880.00","ebay_australia_bike","2022-10-17 17:37:01","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/115549486306?hash=item1ae7493ce2:g:3M8AAOSw7Rti2zSQ&amdata=enc%3AAQAHAAAAoK9z1zPv001mOBEo%2FwmaH1yXsczo%2FPuXpY%2FJIp2Tr5s%2FrniFRrf%2FklZfMXiMJ%2BogMdn%2FVb2jicIOhVHRzR8FLpmCGdT9oTZWpJS%2FYaj4lwWHlNoEb8FszgRApVZjgixApFD3E%2FWVhkK3PMnHdYsqZXtbkVq%2B%2Ffa5EOU4KsqfHj3Ys38LJelDK2e5LvyPmHznPYKMfF4l2X8WVOQ6eCswRwg%3D%7Ctkp%3ABk9SR7T7pvD8YA",""," Giant NRS 2 - (2 available 16"" and 18.5"") - Full Suspension Mountain Bike","","Bikes"
"","","Mountain Bike","","Giant","","","","Used: An item that has been used previously.  The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ","","Unisex Adults","","","","","","","","","","","","","","","","","","","","","","Front","","","No","","29 in","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","160","AU $1,400.00","ebay_australia_bike","2022-10-17 17:37:01","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/334514434334?hash=item4de29d311e:g:om0AAOSwt2li4ILI&amdata=enc%3AAQAHAAAAoFqUTC83J7BWJOj%2BIdsTGuxpiI0saWIkGeqiQ%2BSELc4o5rFQ5a9%2BPnasPZsQAxqXzrB3aiPfMzzMW%2B%2FyMvvzx%2FI4MZ2hR0z%2BI1hVkXWNItVwMswgnsJCIAYkAhYfz%2BLIEnCJlp%2FxOl%2FXwx26lFJ%2BihoYmfAYsEvWiV2L%2BWg%2BdAfzJJDqQDFLEDL4jcVFAOvph26mx9fY2xf6M79%2Fo%2F%2BODkA%3D%7Ctkp%3ABk9SR7T7pvD8YA",""," Giant XTC Advanced SL 29er","","Bikes"
"","0","Mountain Bike","Disc - Mechanical","Giant","","","Metallic Black","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable).  Packaging should be the same as what is available in a retail store, unless the item was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.  See the seller's listing for full details. ","","Unisex Adult","","","","","X-Small","","","","Drop Bar","","Does Not Apply","Aluminium","Talon 4 29""","2022","","","","","","","","Front","Clincher Tyres","","","","27.5 in","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","161","AU $670.40","ebay_australia_bike","2022-10-17 17:37:01","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/134183052035?hash=item1f3deee303:g:T4oAAOSw04ti4Pfy&amdata=enc%3AAQAHAAAAoCfbFqnyqTsmvL4JAP8sbi0f57IikYLJ1hWmTJ%2BBEnoUwHZxPIy7csER3UlFX3DmYvDMfttv949WtLGcpX3y9GZh4I1RNFwwW7TydJuWOX6T8KFVuZa%2BzArIN9gYX%2FplGWgSi7TLIrAN1yH9Jpf1%2F%2Fgm9XeDRi8RRbvAa8n8044r3NnBlYPxi1OGfm1pRvNq1AK101GkhYjlfp94UNacZaE%3D%7Ctkp%3ABk9SR7T7pvD8YA",""," GIANT TALON 4 MTL BLK 27.5 XS 2022 Bike - MTB DISC BRAKE Mountain Bikes","","Bikes"
"","0","Mountain Bike","Disc - Mechanical","Giant","","","Metallic Black","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable).  Packaging should be the same as what is available in a retail store, unless the item was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.  See the seller's listing for full details. ","","Unisex Adult","","","","","Medium","","","","Drop Bar","","Does Not Apply","Aluminium","Talon 4 29""","2022","","","","","","","","Front","Clincher Tyres","","","","27.5 in","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","162","AU $670.40","ebay_australia_bike","2022-10-17 17:37:02","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/134183052105?hash=item1f3deee349:g:~KcAAOSwKBti4Pft&amdata=enc%3AAQAHAAAAoCMzeuo7C1iORoq%2FBHeXbxGNxR0o0akYfk5V%2Fh3pch5QjzQb3Kucoi03xfw41c7vt86YTDh4Pph994tJfKWkfbZ3KMGNUXImuHf13zIXkcWO2npHNkPK92aIRJtiAZijqQzzIms%2B50psmmsqxkY5Z7WLPibd8zjUTl%2BPWAjytuCSFxGeZaloFSHCnGK2T7SfSM26XikHQJvdlAgOF4IKYPc%3D%7Ctkp%3ABk9SR7T7pvD8YA",""," GIANT TALON 4 MTL BLK 27.5 M 2022 Bike - MTB DISC BRAKE Mountain Bikes","","Bikes"
"","0","Mountain Bike","Disc - Mechanical","Giant","","","Metallic Black","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable).  Packaging should be the same as what is available in a retail store, unless the item was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.  See the seller's listing for full details. ","","Unisex Adult","","","","","Small","","","","Drop Bar","","Does Not Apply","Aluminium","Talon 4 29""","2022","","","","","","","","Front","Clincher Tyres","","","","27.5 in","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","163","AU $670.40","ebay_australia_bike","2022-10-17 17:37:02","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/134183052102?hash=item1f3deee346:g:c2AAAOSwi4Bi4Pf9&amdata=enc%3AAQAHAAAAoA9sQ8XqnK3zeAnyCC4hJGpysHEdOVg0ALFH%2FuOvqq4k1pF2zrFDiQJ8aUpve%2FRCcUB9yUGge4WN4trYL3Pqwbo3RmTycF6f8ty%2BO5omuqgbEW2DkLtyLyZDrk4Ask3NlhTOe30%2FT99K53Ufs2piNmqPfGSYTRizVsDM4I9%2BC%2FyP2woEpO3E1EKS8L4rSErArAeK9bsEeaTnJcIvo%2FEqyJ8%3D%7Ctkp%3ABk9SR7T7pvD8YA",""," GIANT TALON 4 MTL BLK 27.5 S 2022 Bike - MTB DISC BRAKE Mountain Bikes","","Bikes"
"","","Mountain Bike","","Giant","","","","Used: An item that has been used previously.  The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ","","","","","","","Small","","","","","","","Aluminium","Gaint Atx 2","","","","","","","","","Front","","","No","","26 in","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","164","","ebay_australia_bike","2022-10-17 17:37:02","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/195412786284?hash=item2d7f827c6c:g:QvQAAOSw7vli7JzI&amdata=enc%3AAQAHAAAAoDf1LT7yQh6B3L8F629TjrM%2FLQvOG12tmIo%2FMFdOcDQbh1gi7IWpFAtUI48o%2F99p7JKCEXW%2BoIS3ZKM9ENwRC0VdpL8cOpjahO%2BYYCZvCOsEgsyqFpwzyHarQaIqgtLElBrmhJ11XK0fU%2F5zwBYh5TC8Ji3c4kzmoY6Zl7x4%2F%2FBCZCurIeUvHKZWwk8k8STX6nPtbito888ImzfkND7L6DI%3D%7Ctkp%3ABk9SR7L7pvD8YA","AU $300.00"," Gaint Atx 2 mountain bike","0","Bikes"
"","3","Mountain Bike","Hydraulic disc","Giant","","","","Used","","Unisex Adults","","Dropper post","","GN 1800561","Medium","","Derailleur Gears","","","","","Aluminium Alloy","2019 Giant Reign SX1","2019","12 Speed","","","","Trigger Shifter","","","Full Suspension (Front & Rear)","Tubeless Tyres","","No","","27.5 in","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","165","AU $3,500.00","ebay_australia_bike","2022-10-17 17:37:02","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/155094361547?hash=item241c5825cb:g:Q-cAAOSwQCVi4jU4&amdata=enc%3AAQAHAAAAoGDEiHe2au%2B5DEBwdz2kV2VETPxzsC02DXEyrzpkquECOs56vbdOofWRVGwFZHeAJjr6ZZ0ljqnIQQFGwdQZvkap1hEtX3dJEbOGFfmCIlWUhXgokNON1nUjAl6z2OY6y1SAyJhOhTjWkQfr4KTRl1dY7tgaG5SydZbngFnxMBlnJojWOtaMhjcQUmeZxBGDQjXpd4%2FVQ29ynM2UpHOvn%2Fg%3D%7Ctkp%3ABk9SR7L7pvD8YA",""," 2019 Giant Reign SX1 Medium size mountain bike","","Bikes"
"","","Road Bike","","Giant","","","","Used: An item that has been used previously.  The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ","","","","","","","","","","","","","","","cross city","","9 Speed","","","","","","","","","","No","","26 in","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","166","AU $200.00","ebay_australia_bike","2022-10-17 17:37:02","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/185530324517?hash=item2b32781625:g:GFMAAOSwB4Ri8NDo&amdata=enc%3AAQAHAAAAoI4epV9VIXQidakJ7F1CjK6dVj2dbU39aKSgc0hbqFsPH%2BwDModit7nvV5UV3YuAtqnePuGoipxDQ9To70%2BbNYRDHI3h8CCGRUgfT2W1yvv6JWveuD1gwcUnMfmswETdrKYLLy%2FacLD5dN94RcDswq80ww4aWXl3io5LPtXL8up2%2FgwIp32CJLbsGZWvUOBGRTlZXZsYuP8jKban1SBsu14%3D%7Ctkp%3ABk9SR7L7pvD8YA",""," Giant 'Cross City' 9 Speed Road Bike Bicycle","","Bikes"
"","","Mountain Bike","","Giant","","","Blue","Used: An item that has been used previously.  The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ","","Unisex Adults","","","","","","","","","Cruiser Bar","","","Aluminium","400","","6 Speed","","","","","","","Full Suspension (Front & Rear)","","","No","","","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","167","AU $150.00","ebay_australia_bike","2022-10-17 17:37:02","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/295130763727?hash=item44b72a11cf:g:xPUAAOSwz8pi34vc&amdata=enc%3AAQAHAAAAoPm%2B9QvSmc1ADY8%2Bm6VJCoS%2Fn0qf6fjuxBjofbgXSLqzLvnGSxIJDlv7xoog%2BIpFwE25fWR3i0Cqa7iDpAwoH0%2FgF82cGlX14SSfOx6QEZPJEklFUiYV5%2F92CBlU4eTHtys1yCxkTLHn2mLPNv3Cdqpg7hygcn6rrNAl8r3%2B%2FYOeYL1SPfpJg7yMHLaM2xrfF1QeHHAzrEjpMoaKHuw4H%2BQ%3D%7Ctkp%3ABk9SR7L7pvD8YA",""," Giant Cypress 6061 fluidform bike","","Bikes"
"","","Mountain Bike","","Giant","","","","Used: An item that has been used previously.  The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","168","AU $100.00","ebay_australia_bike","2022-10-17 17:37:02","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/195250762715?hash=item2d75da33db:g:hZwAAOSwvBBi4z2E&amdata=enc%3AAQAHAAAAoNLz8BpqKVQyoHS477tvzx6nXpfO%2FyI9Gtm6p7WcTcZHjWOqR2JQ%2BUw87%2FCw5e2AS%2FU9BMHhDdAGMiBZNbyyLbL4iPL3e8ant6P8dSKE%2Fl8CoX1ZdxiX89TWFg33O0ZRPryDLxPmi5Ylwq45uYYGP4r2%2Fnu2a5qWrig6g15Ti1lmNAUVhduMegOpCHoYCxFPBZZrm0iZ3aoCf0azy7H6MxE%3D%7Ctkp%3ABk9SR7L7pvD8YA",""," mountain bike used","","Bikes"
"","","Fat Bike","","Huffy","","","","Used: An item that has been used previously.  The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ","","","","","","","","","","","","","","","","","","","","","","","","","Fat Tyres","","No","","26 in","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","169","","ebay_australia_bike","2022-10-17 17:37:03","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/185613957736?hash=item2b37743a68:g:Nk0AAOSwBLVi6OtV&amdata=enc%3AAQAHAAAAoJiQUlW7iGSdCMEZFWNVPQ1XWuUKVJSTzvJfl3RveIQWFcz%2B%2FN08kEjFMj%2FDpFdS6UvZ6T2XYu7%2F8keBsNdfzNVPjiHlSKtOehlbNg8sPvLO036KXMV7JJDgoB627xND3KV31jy2GC%2FjrLXDdZxQE3hmxsMyASLHu0glf1LwYHVlsNbGk4DF2WYBAGiRSkI4vEXY1DxKtAgTls0QqdnyLfw%3D%7Ctkp%3ABk9SR7L7pvD8YA","AU $200.00"," Huffy Moose Fat Bike Giant Tyres Rare Great Bike 26"" tyres","0","Bikes"
"","0","Mountain Bike","mechanical disc","Giant","","","Faded Beige","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable).  Packaging should be the same as what is available in a retail store, unless the item was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.  See the seller's listing for full details. ","","Unisex Adult","","","","","One Size","","","","Drop Bar","","Does Not Apply","Aluminium","XTC JR DISC 24","2022","7 Speed","","","","","","","Front","Clincher Tyres","","","","24 in","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","170","AU $558.40","ebay_australia_bike","2022-10-17 17:37:03","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/134183106479?hash=item1f3defb7af:g:1eAAAOSw~C5i4Q1K&amdata=enc%3AAQAHAAAAoCjAp3Q00y5qtC59XAv6h9zWn7IXrMKKRlNysbT2OGyOTwqxnCkfIIMG5CNeYdzGOVCBY8%2Faqh7bicdGqL6mSbdCgMqFhZZP69tdal4Wb7aC%2FK%2BH8rWoI1tcb84coGDFa70mZ9XanvElSSRpxVCJuTTX7sjJn4jtz7YAjJNxIbf4p0Z6N1bn8%2BcQdwXxc38Kg05QvyTvYhKvZra8ahy99Cw%3D%7Ctkp%3ABk9SR7L7pvD8YA",""," GIANT XTC JR 24 DB FADED BEIGE 2022 Bike MTB DISC BRAKE KID JUNIOR Mountain Bike","","Bikes"
"","0","Mountain Bike","Disc - Mechanical","Giant","","","Metallic Black","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable).  Packaging should be the same as what is available in a retail store, unless the item was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.  See the seller's listing for full details. ","","Unisex Adult","","","","","Large","","","","Drop Bar","","Does Not Apply","Aluminium","Talon 4 29""","2022","","","","","","","","Front","Clincher Tyres","","","","27.5 in","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","171","AU $670.40","ebay_australia_bike","2022-10-17 17:37:03","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/134183052165?hash=item1f3deee385:g:96MAAOSw7pNi4Pgb&amdata=enc%3AAQAHAAAAoAt2QHze9rTuxHPWIu8tfGZnmykc8KhgzJUf%2B%2F9IbjxTZc%2F08%2Br2cIfI5HoVT%2F4cAgmT8Idj3dCCtqKOctTaZ94CKyI4AHZkslXXO3eB7P38Q%2FPFkyZ%2Fqt2LQd0dQ26KIxNSAsZmRdSWua8QXerZWsxFEEqWNVp8EDBfs22XHjcDUEZpIkDNKFX%2FbadpeyeUWLxwipVr9qmIg2VDxao%2Bgk0%3D%7Ctkp%3ABk9SR7T7pvD8YA",""," GIANT TALON 4 MTL BLK 27.5 L 2022 Bike - MTB DISC BRAKE Mountain Bikes","","Bikes"
"","","Road Bike","","Giant","","","","Used: An item that has been used previously.  The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ","","Unisex Adults","","","","","Small","","","","","","","Aluminium","","","","","","","","","","","","","No","","26 in","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","172","AU $500.00","ebay_australia_bike","2022-10-17 17:37:03","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/204068842465?hash=item2f83736be1:g:hnMAAOSwrQFi-Zah&amdata=enc%3AAQAHAAAAoBc1pGbOvuA53Bo3U0XNZmHW7d6B7uwG5ovEfRUp7pnJOvjKhBexAnMqBbadom8BgGEwMB61VtGThOVSwogr2GNQN4kTBlHDZVAZB1AIt8gRYrmXTIhta45hrmzkv%2FKFupGxbojVAywo4787djOlSE7yytsga0bfncbib79OutUF5mZCqxA9GAyCYOE5W4MGMTgWbFBew0%2Bdv4OWka3UTuI%3D%7Ctkp%3ABk9SR677pvD8YA",""," Giant Road Bike Unisex","","Bikes"
"","","Mountain Bike","","Giant","","","","Used: An item that has been used previously.  The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ","","","","","","","Medium","","","","Riser Bar","","","Carbon Fibre","Anthem X Zero","","12 Speed","","","","","","","Full Suspension (Front & Rear)","","","No","","29 in","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","173","AU $2,500.00","ebay_australia_bike","2022-10-17 17:37:03","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/115492072194?hash=item1ae3dd2b02:g:4eoAAOSwJDxi9eWi&amdata=enc%3AAQAHAAAA4IYOA8iLTqO10P%2BBQzfdrNkY8%2Fn9yMYdhuMsYulkXa68MVqMG9mkfWc0fKYvdnzE1e%2Bruj%2FBAPPbN0Ei%2FNSvjeJSZyD9mV1ZUlK%2FEEJqSpN%2BZuWaJpPopYGfdxXtVHf6%2F4BIUmuqtRv1bRxCHPzfOeW2kpYBdO1Bcsj1Y1irdYwujP%2F%2B7DfMsTVAXlqUD%2BJXzjUgR%2FT52WGDBiV71fDtbXiBco1ZD2kBFgWEjwQNLJhWi4K%2FtV7XNOmqcmagIvfzpDnd8KYwDYI47VXYffi3NM426DKqwJXaJcefSE2oAMI5%7Ctkp%3ABk9SR677pvD8YA",""," giant anthem","","Bikes"
"","","Mountain Bike","","Giant","","","Blue","Used: An item that has been used previously.  The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ","","Girls","","","","","34 cm","","","","","","","Alloy","","","","","","","","","","Front","","","No","","24 in","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","174","AU $50.00","ebay_australia_bike","2022-10-17 17:37:03","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/155111399659?hash=item241d5c20eb:g:NksAAOSwrF1i8gSA&amdata=enc%3AAQAHAAAAoJKEL95i%2B37Mr%2B1pSecGQnmzMma5MkD4lSHKdc22Za1tZltKeahfxtw8Dahi0ADCXwb9t0yHPr6rTo%2F5xaNlX02VuYq%2BzuFogyf%2FuM%2FaBfbifejuZ8Yf1Oa7R6%2B%2FEwbzyI1dq1VHJvTODQhUONNOQs9aV7bR7rjHLyjmqXHz9MoOCoOVbkOAyYzWcbMSIL2SFyGc%2BYgnaCy85Cb1accN4yk%3D%7Ctkp%3ABk9SR7D7pvD8YA",""," girls mountain bike","","Bikes"
"","0","Racing Bike","disc hydraulic","Giant","","","Carbon / Knight Shield","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable).  Packaging should be the same as what is available in a retail store, unless the item was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.  See the seller's listing for full details. ","","Unisex Adult","","","","","Medium","","","","Drop Bar","","Does Not Apply","Carbon Fibre","TCR ADVANCED DISC 2 PRO COMPACT","2022","22 Speed","","","","","","","No Suspension","Clincher Tyres","","","","700C","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","175","AU $3,038.40","ebay_australia_bike","2022-10-17 17:37:03","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/134194824341?hash=item1f3ea28495:g:zvkAAOSwyhti8mEp&amdata=enc%3AAQAHAAAAoGBa9A3fa8TGs%2F0hUjUGmU6%2BxNIpe0a1LLjCc1BmhLuG1JPpuoJPJ%2Btp1e9JI6X9GKGGC%2FZxPwl91HKTkALDvi%2FARcXikp2WZIWtoZIEwol4Of5v%2BuyuYpAI4B0hlO3CNojgPpZPNnOhvsteI9qUywKL4YdwUJ71AcQqirnZrQRbdc8mjEAdo3gvwfF%2FeNiT6lINaS8lpqUAOpK39gWVfFw%3D%7Ctkp%3ABk9SR7D7pvD8YA",""," GIANT TCR ADV 2 PRO COMPACT DB M  2022 Road Bike - race Carbon Bike","","Bikes"
"","0","Racing Bike","disc hydraulic","Giant","","","Matte Starry Night/Chrome","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable).  Packaging should be the same as what is available in a retail store, unless the item was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.  See the seller's listing for full details. ","","Unisex Adult","","","","","Large","","","","Drop Bar","","Does Not Apply","Carbon Fibre","PROPEL ADVANCED PRO DISC 1","2022","24 Speed","","","","","","","No Suspension","Clincher Tyres","","","","700C","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","176","AU $6,398.40","ebay_australia_bike","2022-10-17 17:37:03","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/134193764565?hash=item1f3e9258d5:g:QxwAAOSwa8Ni8Nfl&amdata=enc%3AAQAHAAAAoLbzphhrkeWj65i6%2F3oxe6MW2Pnj7gkxOQJ%2B0zGvDrypov4%2FNAY2DyKzqlfvZhCLpzCicSF5kJa1tbLgr%2Bbp8x0Ma3%2Feen5SydsW07o7hMJ4iFAgmUEGpE2cnuWhHnwhaTyVXS4byEP%2Fv4QMZzNrWG1p93KkT1umfnbbvCi3vzrAZtmls%2B5ciBMRBia%2FNpJDm7Rt2c0ZY8cTYJzLWTr0Ycw%3D%7Ctkp%3ABk9SR7D7pvD8YA",""," GIANT PROPEL ADV PRO DB 1 L STARRY NIGHT 2022  Road Bike - race Carbon Bike","","Bikes"
"","0","Racing Bike","disc hydraulic","Giant","","","Matte Starry Night/Chrome","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable).  Packaging should be the same as what is available in a retail store, unless the item was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.  See the seller's listing for full details. ","","Unisex Adult","","","","","X-Small","","","","Drop Bar","","Does Not Apply","Carbon Fibre","PROPEL ADVANCED PRO DISC 1","2022","24 Speed","","","","","","","No Suspension","Clincher Tyres","","","","700C","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","177","AU $6,398.40","ebay_australia_bike","2022-10-17 17:37:04","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/134193764500?hash=item1f3e925894:g:RRkAAOSwg0Ni8Nfa&amdata=enc%3AAQAHAAAAoGcgxo6U5KfEnifd0%2B3zkd8cf0x2XqMXyBKNgDXKjO2PypyvPEqPXPitympRFaS3hxTQuuRQMYIVMVSVQQqasKvLrO3xo1NpYDIntncuvUmpYE%2B0cEhIgcXuGhO%2FiZnCLXT1c5DzT5gdRSemdE4gNGgQyyNWhQiJoVNSjlLbXoY1bOquo3sAdYhg2GtDN1n8mf3OQHgCr0Bq28NRW1xWyrY%3D%7Ctkp%3ABk9SR7L7pvD8YA",""," GIANT PROPEL ADV PRO DB 1 XS STARRY NIGHT 2022  Road Bike - race Carbon Bike","","Bikes"
